title,url,company,location,tags,easily_apply,description,page
AI Engineer (3D Graphics),https://uk.indeed.com/viewjob?jk=5500643989c79028,V-Nova,London W2 6LG,,No,"You will integrate a small team of seasoned developers andengineersspecialised in 3D, Visual Effects and VR/XR.;Ie. not only neural networks models.",10
Machine Learning Engineer,https://uk.indeed.com/viewjob?jk=37ca03d386b0cac3,Kaluza,Hybrid work in London,Employee discount;Company pension;Private medical insurance,No,"Community where you'll share knowledge, support other MLEs, Analysts and Product teams.;As an MLE at Kaluza, you'll help product teams identify patterns and…",10
AI Automation Engineer,https://uk.indeed.com/viewjob?jk=27ce7630eb00afa7,Geomiq,Hybrid work in London E2 9DQ,,No,Collaborate withengineersand data scientists to integrateAIand analytics into decision-making tools.;Geomiq is redefining manufacturing by giving engineers…,10
Machine Learning Engineer,https://uk.indeed.com/viewjob?jk=ca2f840793106e31,Snapchat,Hybrid work in London,,No,Develop ML-tools and ML-products that serve millions of Snapchatters on a daily basis.;Build cutting-edge augmented reality experiences with diffusion/flow…,10
1x Senior 3D AI/Vision Engineer,https://uk.indeed.com/viewjob?jk=1b391f6436a2eadf,Contilio,Hybrid work in London,UK visa sponsorship,No,"This empowers our enterprise customers to access connected, timely insights, make smart decisions and eliminate problems before they happen, saving billions in…",10
Full Stack Engineer - AI,https://uk.indeed.com/viewjob?jk=93dd6fe781f7e25a,Miro,London,,No,"Act as a mentor and technical resource for other engineers.;Build full-stack AI-powered features such as intelligent assistants (sidekicks), Create withAIapp…",10
Forward Deployed ML Engineer,https://uk.indeed.com/viewjob?jk=b585c4f73d06bbaa,Sprinklr,London,,No,This is a hands-on engineering role for those who thrive at the edge of product innovation and customer engagement.,10
Machine Learning Engineer – Insurance,https://uk.indeed.com/viewjob?jk=064e0d5d89170d94,hireful,Hybrid work in West London W2 1HU,,No,"You’ll be at the core of our machine learning operations, designing and deploying scalable pipelines, owning our Azure ML platform, and collaborating with data…",10
"Senior/Principal Python Test Software Engineer, AI",https://uk.indeed.com/viewjob?jk=acc0931d97203c5d,Medtronic,London,,No,"Collaborating withAIengineersto understand model behavior and edge cases.;Digital Technologies is part of the Medtronic Surgical Robotics operating unit,…",11
Senior MLOps Engineer,https://uk.indeed.com/viewjob?jk=79433e052533fa32,Data Idols,Hybrid work in London,,No,"This role will be central to enabling data science teams to deliver high-quality, production-ready machine learning solutions.",11
"Software Engineer, ML Infrastructure",https://uk.indeed.com/viewjob?jk=baa01dfc3be120ca,Snapchat,Hybrid work in London,,No,Work closely with MLengineersto deploy cutting-edge models into production.;Design and optimize infrastructure systems for machine learning workloads at scale…,11
"Senior Software Engineer, AI Fitness, Health Coach, Fitbit",https://uk.indeed.com/viewjob?jk=72ab79aa4a9ba39c,Google,London,,No,"Google's softwareengineersdevelop the next-generation technologies that change how billions of users connect, explore, and interact with information and one…",11
AI Product Manager,https://uk.indeed.com/viewjob?jk=ab75463984273f93,Wunderman Thompson MAP,London,,No,"You will be part of the Agentic Design Lab, collaborating closely with a diverse team ofengineers, data scientists, strategists, and marketers.",11
